,access_string,title,size,age_range,type,tags,github_url
696,ds000110,Incidental encoding task (Posner Cueing Paradigm),5.31GB,18 - 27,MRI,Incidental encoding task using Posner cueing paradigm with object v greeble judgment,https: // github.com/OpenNeuroDatasets/ds000110
697,ds000109,"Social cognitive tasks (animate movement task, moral judgment task, false belief task)",2.7GB,18 - 88,MRI,theory of mind with manual response,https: // github.com/OpenNeuroDatasets/ds000109
698,ds000107,Word and object processing,3.14GB,,MRI,one-back task,https: // github.com/OpenNeuroDatasets/ds000107
699,ds000105,Visual object recognition,1.75GB,,MRI,object viewing,https: // github.com/OpenNeuroDatasets/ds000105
700,ds000102,Flanker task (event-related),1.75GB,19 - 49,MRI,Flanker,https: // github.com/OpenNeuroDatasets/ds000102
701,ds000101,Simon task,1.47GB,21 - 49,MRI,Simon Task,https: // github.com/OpenNeuroDatasets/ds000101
702,ds000052,Classification learning and reversal,1.26GB,,MRI,Reversal weather predictionWeather prediction,https: // github.com/OpenNeuroDatasets/ds000052
703,ds000051,Cross-language repetition priming,2.11GB,,MRI,abstract-concrete judgment,https: // github.com/OpenNeuroDatasets/ds000051
704,ds000011,Classification learning and tone-counting,2.27GB,19 - 37,MRI,Classification probe without feedbackSingle-task weather predictionDual-task weather predictiontone-counting,https: // github.com/OpenNeuroDatasets/ds000011
705,ds000008,Stop-signal task with unconditional and conditional stopping,2.01GB,20 - 37,MRI,stop signalconditional stop signal,https: // github.com/OpenNeuroDatasets/ds000008
706,ds000007,Stop-signal task with spoken & manual responses,3.36GB,18 - 39,MRI,Stop ManualStop VocalStop Word,https: // github.com/OpenNeuroDatasets/ds000007
707,ds000006,ds000006,4.44GB,19 - 35,MRI,living-nonliving decision with plain or mirror-reversed text,https: // github.com/OpenNeuroDatasets/ds000006
708,ds000005,Mixed-gambles task,1.77GB,19 - 28,MRI,mixed-gambles task,https: // github.com/OpenNeuroDatasets/ds000005
709,ds000003,Rhyme judgment,394.17MB,18 - 38,MRI,rhyme judgment,https: // github.com/OpenNeuroDatasets/ds000003
710,ds000002,Classification learning,2.7GB,19 - 31,MRI,deterministic classificationmixed event-related probeprobabilistic classification,https: // github.com/OpenNeuroDatasets/ds000002
711,ds000001,Balloon Analog Risk-taking Task,2.25GB,19 - 30,MRI,balloon analog risk task,https: // github.com/OpenNeuroDatasets/ds000001
